,Date,username,source,location,tweet,num_of_likes,num_of_retweet,Date1,Month,cleaned_tweets,score,sentiment
18,2022-06-14 14:39:13+00:00,AndyHVandenBerg,Twitter Web App,"Marin, CA","Stocks are in a bear market. Crypto is suddenly a scam. Massive layoffs happening in tech. 

This is largely driven by sentiment. 

Start thinking long-term. Buy things with a 5-10 year time-horizon. Build long-term assets.",18,0,2022-06-14,6,stocks are in a bear market crypto is suddenly a scam massive layoffs happening in tech this is largely driven by sentiment start thinking longterm buy things with a  year timehorizon build longterm assets,-0.4588,Negative
19,2022-06-20 15:52:33+00:00,NicolaMatti,Twitter Web App,London,"#layoffs - over the last couple of days, more redundancies have been announced across the #tech industry including CityMall, Unacademy, Bytedance, Socure, JOKR and Finite State.",0,0,2022-06-20,6,layoffs  over the last couple of days more redundancies have been announced across the tech industry including citymall unacademy bytedance socure jokr and finite state,0.0,Neutral
20,2022-06-16 14:58:14+00:00,hayeslee13,Twitter Web App,Toronto ,omg these tech layoffs are SCARING ME,21,2,2022-06-16,6,omg these tech layoffs are scaring me,-0.4404,Negative
21,2022-06-16 11:07:20+00:00,htormey,Twitter Web App,Opinions==Mine&NotMyEmployers,Despite all the doom and gloom on twitter about crypto and tech stocks lots of people are hiring. Since the coinbase layoffs announcement I’ve had over a dozen people reach out to me asking if I knew of anyone looking for a job. The crypto jobs market is still strong for now.,17,1,2022-06-16,6,despite all the doom and gloom on twitter about crypto and tech stocks lots of people are hiring since the coinbase layoffs announcement i’ve had over a dozen people reach out to me asking if i knew of anyone looking for a job the crypto jobs market is still strong for now,0.2635,Positive
22,2022-06-07 15:33:15+00:00,TweetLeni,Twitter Web App,NYC,"It's not that I don't like tech, it's that I don't like tech here. Not only do we have leading tech CEOs who rarely comment on the market giving warnings about the environment, but we have tech layoffs. Even in 2008 we didn't have tech layoffs! Silicon Valley was hardly affected.",8,0,2022-06-07,6,its not that i dont like tech its that i dont like tech here not only do we have leading tech ceos who rarely comment on the market giving warnings about the environment but we have tech layoffs even in  we didnt have tech layoffs silicon valley was hardly affected,-0.355,Negative
23,2022-06-10 15:51:12+00:00,TradinginTime,Tradeupdates,Donate to altoogle.eth,"While crypto companies have been faced with major layoffs, things are nowhere as bad as the tech industry or other traditional sectors",0,0,2022-06-10,6,while crypto companies have been faced with major layoffs things are nowhere as bad as the tech industry or other traditional sectors,0.431,Positive
24,2022-06-18 19:03:27+00:00,mirzawriting,Twitter Web App,"Berlin, Germany",Layoffs won't help a tech company with deeply rooted issues any more than trimming the hedges on a dying bush would make it come back to life.,0,0,2022-06-18,6,layoffs wont help a tech company with deeply rooted issues any more than trimming the hedges on a dying bush would make it come back to life,-0.3089,Negative
25,2022-06-25 07:26:30+00:00,evaarh,Twitter for iPhone,Vienna,I wonder how the current mass layoffs in tech companies will affect the potential employee perception of startups as employers.A good friend was supposed to move to Vienna in 5 days to start a new job (and life) and just got an email-her role is not needed in “the new structure”.,9,1,2022-06-25,6,i wonder how the current mass layoffs in tech companies will affect the potential employee perception of startups as employersa good friend was supposed to move to vienna in  days to start a new job and life and just got an emailher role is not needed in “the new structure”,0.7269,Positive
26,2022-06-17 13:51:05+00:00,AnadarkoCapital,Twitter for iPhone,,Tech layoffs are due to FX issues?,1,0,2022-06-17,6,tech layoffs are due to fx issues,0.0,Neutral
27,2022-06-11 00:47:49+00:00,binaabdulrahim,Twitter for iPhone,✈️,Seeing way too many layoffs in tech  😭😭 what’s happening 🫣,7,0,2022-06-11,6,seeing way too many layoffs in tech  😭😭 what’s happening 🫣,-0.7351,Negative
28,2022-06-14 20:50:19+00:00,sandhya,Twitter Web App,,"Does anyone have tech layoff data segmented by function? Based on anecdotal info, sure feels like this time they are more engineering heavy than before.",9,0,2022-06-14,6,does anyone have tech layoff data segmented by function based on anecdotal info sure feels like this time they are more engineering heavy than before,0.5859,Positive
29,2022-06-04 06:35:29+00:00,hanuj_t,Twitter for iPhone,Ahmedabad,"We are hiring at @getmiho for tech and non-tech roles, do drop us a email at Hanuj@miholearn.com

#Coinbase #layoff #helpinghand",0,0,2022-06-04,6,we are hiring at getmiho for tech and nontech roles do drop us a email at hanujmiholearncomcoinbase layoff helpinghand,-0.2732,Negative
30,2022-06-04 19:09:48+00:00,kaylawithav,Twitter for iPhone,,I feel like jobs in tech will be first on the chopping block if layoffs were to happen like the last recession 🥴,0,0,2022-06-04,6,i feel like jobs in tech will be first on the chopping block if layoffs were to happen like the last recession 🥴,-0.1779,Negative
31,2022-06-05 07:47:15+00:00,nihlsec,Twitter for iPhone,"Weimar, Germany",Worst thing about tech layoffs is often the people who lose their jobs aren’t the ones responsible for the failures that led to the need to cut costs.,1,0,2022-06-05,6,worst thing about tech layoffs is often the people who lose their jobs aren’t the ones responsible for the failures that led to the need to cut costs,-0.8625,Negative
32,2022-06-17 03:12:31+00:00,MaryamShahLive,Twitter for iPhone,,"every time i open linkedin this week, feed’s a mess. sudden layoffs in tech everywhere. goddamn. i hope the execs who make these decisions don’t sleep well at night.",1,0,2022-06-17,6,every time i open linkedin this week feed’s a mess sudden layoffs in tech everywhere goddamn i hope the execs who make these decisions don’t sleep well at night,-0.1531,Negative
33,2022-06-03 19:04:45+00:00,mrloo,Twitter Web App,"San Francisco, CA",I'm not going to name names but some of these tech layoffs are definitely impacting their ability to actually serve their customers. 😟,5,0,2022-06-03,6,im not going to name names but some of these tech layoffs are definitely impacting their ability to actually serve their customers 😟,0.5719,Positive
34,2022-06-16 19:50:12+00:00,bernhardsson,Twitter for iPhone,"🗽, originally from  🇸🇪",Looking at the financials of various public tech companies and it’s interesting that they mostly have healthy gross profit but super high spend on sales and marketing? Is it reasonable to expect massive layoffs there pretty soon? R&amp;D seems like a smaller spend.,29,2,2022-06-16,6,looking at the financials of various public tech companies and it’s interesting that they mostly have healthy gross profit but super high spend on sales and marketing is it reasonable to expect massive layoffs there pretty soon rampd seems like a smaller spend,0.9477,Positive
35,2022-06-21 23:45:50+00:00,YungLoso_10,Twitter for iPhone,"New York, NY","I feel like on Twitter niggas be hyping up all these Tech jobs, then you go on LinkedIn and I just see mad Tech layoffs lol",4,1,2022-06-21,6,i feel like on twitter niggas be hyping up all these tech jobs then you go on linkedin and i just see mad tech layoffs lol,-0.0772,Negative
36,2022-06-02 12:16:34+00:00,Levelthetechup,Twitter for iPhone,,"I’m going to try &amp; not let these #layoffs happening in tech affect my focus 😩 listen..I’m pivoting to tech this year…

one of y’all will just have to scoot over 😅don’t worry I’ll bring my own laptop, sticky notes, highlighters, &amp; snacks. #blacktechtwitter  #techishiring",6,2,2022-06-02,6,i’m going to try amp not let these layoffs happening in tech affect my focus 😩 listeni’m pivoting to tech this year…one of y’all will just have to scoot over 😅don’t worry i’ll bring my own laptop sticky notes highlighters amp snacks blacktechtwitter  techishiring,-0.3612,Negative
37,2022-06-03 11:24:21+00:00,Ahsan_H_Durrani,Twitter for iPhone,Islamabad,"We are rapidly entering into the Great Recession. Accross the globe, major tech giants have been laying off their staff due to losses &amp; economic uncertainty. Layoffs across companies particularly dependent on investment have risen. In Pakistan only, Airlift Technologies (Pak)",7,5,2022-06-03,6,we are rapidly entering into the great recession accross the globe major tech giants have been laying off their staff due to losses amp economic uncertainty layoffs across companies particularly dependent on investment have risen in pakistan only airlift technologies pak,-0.4215,Negative
38,2022-06-12 19:34:11+00:00,tk4087,Twitter for iPhone,🟩🟩🟩🟨⬜️⬜️⬜️⬜️⬜️⬜️ $25k/a,"One stat in June that I’m pumped about. 

800+ job applications have gone through @RemoteWrkJunkie so far 🙌

Excited to help more people find remote jobs, especially in tech with the recent layoffs. 

#Layoffs #RemoteWork #SideHustle",4,0,2022-06-12,6,one stat in june that i’m pumped about  job applications have gone through remotewrkjunkie so far 🙌excited to help more people find remote jobs especially in tech with the recent layoffs layoffs remotework sidehustle,0.4019,Positive
39,2022-06-14 22:06:51+00:00,lxbna,Twitter for iPhone,,whewwww not the layoffs at the tech companies continuing,2,0,2022-06-14,6,whewwww not the layoffs at the tech companies continuing,0.0,Neutral
40,2022-06-27 20:51:12+00:00,favefinalgirl,Twitter for iPhone,"Seattle, WA",I thought tech would be safe from the layoffs. Hell no.,0,0,2022-06-27,6,i thought tech would be safe from the layoffs hell no,-0.5994,Negative
41,2022-06-04 13:23:21+00:00,coffeehustler,Twitter for iPhone,"Vancouver, British Columbia","Lots of big tech layoffs showing up in my feed this week, probably going to see more of this over the next little bit…",3,0,2022-06-04,6,lots of big tech layoffs showing up in my feed this week probably going to see more of this over the next little bit…,0.0,Neutral
42,2022-06-28 17:51:38+00:00,joegalvan,Twitter Web App,Everywhere,"It's cool if you don't rock with a company or even a particular industry (crypto, tech, etc) but laughing at layoffs is corny.",1,0,2022-06-28,6,its cool if you dont rock with a company or even a particular industry crypto tech etc but laughing at layoffs is corny,0.714,Positive
43,2022-06-01 13:50:38+00:00,Tech_McTechster,tech_mctechster,,"After layoffs, Flockjay lands on a weekly basis.",0,0,2022-06-01,6,after layoffs flockjay lands on a weekly basis,0.0,Neutral
44,2022-06-17 20:17:05+00:00,KarishmaTweets,Twitter for iPhone,"Toronto, Ontario","LinkedIn 2021: flooded with posts about large funding rounds and valuations. 
LinkedIn 2022: flooded with posts about layoffs.                                      
                                                                  The bubble has burst. Tough times for tech.",3,0,2022-06-17,6,linkedin  flooded with posts about large funding rounds and valuations linkedin  flooded with posts about layoffs                                                                                                        the bubble has burst tough times for tech,-0.128,Negative
45,2022-06-03 12:30:08+00:00,SPatel_md,Twitter Web App,"Texas, USA","What you’re seeing in health-tech(layoffs etc) is fully expected

The delta between the aspirational business model sold to drive valuation vs the actual business is huge 

That gap is being corrected now, and more to come

Front end diligence would’ve prevented this, though",5,0,2022-06-03,6,what you’re seeing in healthtechlayoffs etc is fully expectedthe delta between the aspirational business model sold to drive valuation vs the actual business is huge that gap is being corrected now and more to comefront end diligence would’ve prevented this though,0.34,Positive
46,2022-06-05 00:52:31+00:00,afehrenbacher,Twitter for iPhone,United States,With all these tech layoffs I do feel like there is a gap/opportunity/marketplace model need to more effectively connect employees that isnt Airtable from layoffs. A ton of premium mid-sr level individuals and actively hiring premium companies looking to hire them yesterday,5,1,2022-06-05,6,with all these tech layoffs i do feel like there is a gapopportunitymarketplace model need to more effectively connect employees that isnt airtable from layoffs a ton of premium midsr level individuals and actively hiring premium companies looking to hire them yesterday,0.7902,Positive
47,2022-06-06 09:39:56+00:00,rynmtthew,Twitter for iPhone,la • ca • na • usa,yea the thought of layoffs in tech and the likelihood of an unemployment era when i worked so hard to get to where i am…mmm yummy thought considering i got hired 3 months ago so i’m the first to go 😵‍💫🫠,3,0,2022-06-06,6,yea the thought of layoffs in tech and the likelihood of an unemployment era when i worked so hard to get to where i am…mmm yummy thought considering i got hired  months ago so i’m the first to go 😵‍💫🫠,-0.3108,Negative
48,2022-06-07 01:32:28+00:00,spideyvxrse,Twitter for iPhone,black | 19 | they/them,kinda wanna laugh abt the tech job layoffs n offers being rescinded,0,0,2022-06-07,6,kinda wanna laugh abt the tech job layoffs n offers being rescinded,0.5141,Positive
49,2022-06-14 16:23:55+00:00,RailsRecruiter,Twitter for iPhone,USA,I’ve yet to see any tech CEO announcing major layoffs accept any personal responsibility,0,0,2022-06-14,6,i’ve yet to see any tech ceo announcing major layoffs accept any personal responsibility,0.4364,Positive
50,2022-06-18 09:48:49+00:00,CRyPTOCOINSOFT1,Twitter Web App,india,"cryptocurrency news.

Layoffs hit crypto and real estate tech particularly hard this week

#crypto",0,0,2022-06-18,6,cryptocurrency newslayoffs hit crypto and real estate tech particularly hard this weekcrypto,-0.1761,Negative
51,2022-06-20 15:24:07+00:00,fringeblog,Hypefury,I'm makin' a horror feature 👉,"If you're in tech, layoffs are coming next 2-3 months. Be careful out there.",5,0,2022-06-20,6,if youre in tech layoffs are coming next  months be careful out there,0.1531,Positive
52,2022-06-09 12:49:13+00:00,overheard_sales,Twitter for iPhone,,Lot of layoffs in tech. Is this good or bad for recruiters?,0,0,2022-06-09,6,lot of layoffs in tech is this good or bad for recruiters,-0.0323,Neutral
53,2022-06-10 17:10:58+00:00,rosugh,Twitter for iPhone,mercury baby,the tech company layoffs are so sad :(,1,0,2022-06-10,6,the tech company layoffs are so sad ,-0.6113,Negative
54,2022-06-17 06:10:45+00:00,torovictorioso,Twitter for Android,The world,"From Great Resignation to Forced Resignation:

 Tech companies are shifting to layoffs after a huge ramp up in hiring.

Bloody lazy technology workers...get back to work! Obviously kidding but there was some complacency setting in. Time for folks to refocus on their careers.",0,0,2022-06-17,6,from great resignation to forced resignation tech companies are shifting to layoffs after a huge ramp up in hiringbloody lazy technology workersget back to work obviously kidding but there was some complacency setting in time for folks to refocus on their careers,-0.1406,Negative
55,2022-06-23 03:43:45+00:00,milesmcmagic,Twitter for Android,,Layoffs at tech companies rn makes a lot of sense. There are too many employees and meetings and a lot of BS and the tech is supposed to become more and more efficient requiring less humans over time,2,0,2022-06-23,6,layoffs at tech companies rn makes a lot of sense there are too many employees and meetings and a lot of bs and the tech is supposed to become more and more efficient requiring less humans over time,0.5198,Positive
56,2022-06-20 15:51:30+00:00,tkerbavaz,Twitter Web App,"Sacramento, CA","Hearing about lots of layoffs / downsizing in the tech space coming into summer, and covid cases are rising fast. Looking forward to a seasonal summer slowdown, but slightly concerned about corporate events for Q3/Q4 22 - Any thoughts? #eventprofs #avtweeps",5,0,2022-06-20,6,hearing about lots of layoffs  downsizing in the tech space coming into summer and covid cases are rising fast looking forward to a seasonal summer slowdown but slightly concerned about corporate events for    any thoughts eventprofs avtweeps,0.0,Neutral
57,2022-06-04 05:05:14+00:00,arynlynn_,Twitter for iPhone,"Seattle, WA","these tiktokers were telling everyone and they mama to leave their jobs and go into tech and now every major tech company is facing mass layoffs, u hate to see it",14,0,2022-06-04,6,these tiktokers were telling everyone and they mama to leave their jobs and go into tech and now every major tech company is facing mass layoffs u hate to see it,-0.5994,Negative
58,2022-06-14 14:56:17+00:00,wunderlotus,Twitter for iPhone,,"Has anyone done an analysis of which positions are getting cut at tech firms during layoffs? I’m hypothesizing that it’s often sales, marketing, design, and recruiting and/or anyone working on products that don’t generate revenue. Don’t have any data to validate though.",7,0,2022-06-14,6,has anyone done an analysis of which positions are getting cut at tech firms during layoffs i’m hypothesizing that it’s often sales marketing design and recruiting andor anyone working on products that don’t generate revenue don’t have any data to validate though,0.1027,Positive
59,2022-06-03 14:30:17+00:00,kathiepham,Twitter for iPhone,,all these rescinded offers and layoffs in tech are a good reminder that companies do not care about you. they will sever ties the moment things get rocky and you should feel free to do the same,593,58,2022-06-03,6,all these rescinded offers and layoffs in tech are a good reminder that companies do not care about you they will sever ties the moment things get rocky and you should feel free to do the same,0.5532,Positive
60,2022-06-28 17:53:47+00:00,actbrilliant,Twitter Web App,,"There's a lot of noise layoffs and job shortages. The noisemakers need a reality check. The layoffs are mostly in tech and JP Morgan. Almost 400,000 new jobs were created in May. The job market is healthy.",1,0,2022-06-28,6,theres a lot of noise layoffs and job shortages the noisemakers need a reality check the layoffs are mostly in tech and jp morgan almost  new jobs were created in may the job market is healthy,0.5994,Positive
61,2022-06-03 14:41:48+00:00,jakebenzaq,Twitter Web App,"Hoboken, NJ","Seeing the news of all the layoffs occurring today across the tech industry. We are still hiring here at @prophetexchange and looking for talented individuals to join our mission of creating the best sports betting product on the market.

Please do not hesitate to reach out.",10,0,2022-06-03,6,seeing the news of all the layoffs occurring today across the tech industry we are still hiring here at prophetexchange and looking for talented individuals to join our mission of creating the best sports betting product on the marketplease do not hesitate to reach out,0.9125,Positive
62,2022-06-12 04:04:21+00:00,Zach_Zayac,Twitter for iPhone,United States,"So if you take web 2 and add web 3 times that by the inflation rate, multiply by the price of Shiba Inu coin, subtract the number of tweets @elonmusk sends out in a day. Add the square root of the number of tech layoffs.

That’s how I figured out web137.26385 will succeed. IMO",1,0,2022-06-12,6,so if you take web  and add web  times that by the inflation rate multiply by the price of shiba inu coin subtract the number of tweets elonmusk sends out in a day add the square root of the number of tech layoffsthat’s how i figured out  will succeed imo,0.5859,Positive
63,2022-06-15 23:45:52+00:00,eatslay_wander,Twitter Web App,The Library/LA,"I get it that business is always business and that sometimes layoffs happen. However, they're really people who aren't grasping that there is a larger problem at hand that Tech HAS to be responsible for. You know your numbers and growth predictions across all 4 quarters. Stop it!",0,0,2022-06-15,6,i get it that business is always business and that sometimes layoffs happen however theyre really people who arent grasping that there is a larger problem at hand that tech has to be responsible for you know your numbers and growth predictions across all  quarters stop it,0.4939,Positive
64,2022-06-14 23:08:37+00:00,FreDiddy_,Twitter for iPhone,"Los Angeles, CA",Back in SF and they feeling of layoffs and the shift in tech is real…them Patagonia vest ain’t hitting like they did in 2019,2,0,2022-06-14,6,back in sf and they feeling of layoffs and the shift in tech is real…them patagonia vest ain’t hitting like they did in ,0.4588,Positive
65,2022-06-16 03:42:54+00:00,tffstone,Twitter for iPhone,NYC,"Unintentional hiring and poor onboarding are the surest way to lead to layoffs, a common tendency of fast-growing tech companies",2,0,2022-06-16,6,unintentional hiring and poor onboarding are the surest way to lead to layoffs a common tendency of fastgrowing tech companies,-0.2023,Negative
66,2022-06-08 15:24:09+00:00,TrySmallBiz,Twitter for iPhone,"Atlanta, GA",Nancy Pelosi’s million dollar call buys of $AAPL &amp; $MSFT are indicative of a FED pivot real soon. 22 year lows in mortgage demand combined with massive layoffs in tech land will be their excuse to pause before Election. Look for dovish turn as we move into July 4th weekend. 🏖,12,4,2022-06-08,6,nancy pelosi’s million dollar call buys of aapl amp msft are indicative of a fed pivot real soon  year lows in mortgage demand combined with massive layoffs in tech land will be their excuse to pause before election look for dovish turn as we move into july  weekend 🏖,-0.25,Negative
67,2022-06-23 15:37:56+00:00,gthemiller,Twitter for Android,,"Seeing more and more tech companies do massive layoffs, kind of expecting my 9-5 to do the same

Saw this coming in January this year, that's the reason I set up my solo operation",0,0,2022-06-23,6,seeing more and more tech companies do massive layoffs kind of expecting my  to do the samesaw this coming in january this year thats the reason i set up my solo operation,0.0,Neutral
68,2022-06-14 23:05:49+00:00,SplitCapital,Twitter Web App,,"Since the start of the year, there's been ~31 major tech layoffs for companies that are post IPO.

Of which, 24 of them (~77%) have occurred in the last Q2 with the bulk of the layoffs being in May and June. 

I imagine we'll see a lot more layoffs into the close of Q2 / June.",37,2,2022-06-14,6,since the start of the year theres been  major tech layoffs for companies that are post ipoof which  of them  have occurred in the last  with the bulk of the layoffs being in may and june i imagine well see a lot more layoffs into the close of   june,0.2732,Positive
69,2022-06-16 16:01:17+00:00,muldermk,Twitter for Mac,"Washington, DC","layoffs are picking up steam in tech and crypto

it's awful

are you impacted? do you know someone who is?

here's a crazy, nonobvious idea for how you can have a massive impact in a place that's in desperate need of your expertise...",1,1,2022-06-16,6,layoffs are picking up steam in tech and cryptoits awfulare you impacted do you know someone who isheres a crazy nonobvious idea for how you can have a massive impact in a place thats in desperate need of your expertise,-0.5719,Negative
70,2022-06-21 08:28:01+00:00,scottygib,Twitter for iPhone,"Cork, Ireland","David McWaffle talking about something he doesn’t seem to know much about. Apparently tech layoffs happening all over the place in Dublin and yet…the job boards are bursting. It’s okay not to have an opinion on everything, David.",1,0,2022-06-21,6,david mcwaffle talking about something he doesn’t seem to know much about apparently tech layoffs happening all over the place in dublin and yet…the job boards are bursting it’s okay not to have an opinion on everything david,0.2263,Positive
71,2022-06-15 08:28:52+00:00,codedbykayla,Twitter for Android,United Kingdom,Caught myself not shocked at another tech layoff post... The frequency of them is actually pretty scary. What the hell is happening?!,4,0,2022-06-15,6,caught myself not shocked at another tech layoff post the frequency of them is actually pretty scary what the hell is happening,-0.5629,Negative
72,2022-06-01 10:46:40+00:00,MoniseLSeward,Twitter Web App,"Indianapolis, IN","A few weeks ago when the Big Tech layoffs were happening in succession, I suggested they could get jobs as Teachers.

I think everyone ignored me.

What folks gonna do when their kids don't have teachers?🤔",162,0,2022-06-01,6,a few weeks ago when the big tech layoffs were happening in succession i suggested they could get jobs as teachersi think everyone ignored mewhat folks gonna do when their kids dont have teachers🤔,-0.128,Negative
73,2022-06-05 17:58:39+00:00,KanikaTolver,Twitter for iPhone,"Washington, DC",I guess I will keep my federal government tech job during this inflation period. With 17 years of service I think I can dodge a layoff.,87,1,2022-06-05,6,i guess i will keep my federal government tech job during this inflation period with  years of service i think i can dodge a layoff,0.0,Neutral
74,2022-06-21 18:03:40+00:00,IAMTJKING,Twitter for Android,"Atlanta, GA","All these news stories suggesting that recent college graduates are ""having their pick"" of high paying jobs are full of 💩.

They are literally published right next to articles about massive layoffs in the fin/tech sector.",0,0,2022-06-21,6,all these news stories suggesting that recent college graduates are having their pick of high paying jobs are full of 💩they are literally published right next to articles about massive layoffs in the fintech sector,0.0,Neutral
75,2022-06-05 13:15:54+00:00,ThomasGCaffrey,Twitter Web App,Bluffton S.C.,"Not surprising layoffs in Tech, after two years not going to the office, I get the feeling management realized they had too many employees",0,0,2022-06-05,6,not surprising layoffs in tech after two years not going to the office i get the feeling management realized they had too many employees,-0.0808,Negative
